HCON_00000010	WBGene00001242
HCON_00134740	WBGene00001606
HCON_00134740	WBGene00001607
HCON_00134740	WBGene00001603
HCON_00134760	WBGene00007907
HCON_00134770	WBGene00011378
HCON_00134790	WBGene00016085
HCON_00134790	WBGene00017736
HCON_00134790	WBGene00002193
HCON_00134790	WBGene00002194
HCON_00134790	WBGene00016462
HCON_00134790	WBGene00002208
HCON_00134790	WBGene00016954
HCON_00134810	WBGene00016085
HCON_00134810	WBGene00017736
HCON_00134810	WBGene00002193
HCON_00134810	WBGene00002194
HCON_00134810	WBGene00016462
HCON_00134810	WBGene00002208
HCON_00134810	WBGene00016954
HCON_00134840	WBGene00004308
HCON_00134850	WBGene00007718
HCON_00134860	WBGene00010697
HCON_00134870	WBGene00011692
HCON_00134890	WBGene00010204
HCON_00134900	WBGene00009082
HCON_00134910	WBGene00010205
HCON_00134920	WBGene00008521
HCON_00134930	WBGene00011318
HCON_00134940	WBGene00002072
HCON_00134950	WBGene00011890
HCON_00134960	WBGene00007178
HCON_00134980	WBGene00011891
HCON_00134990	WBGene00006934
HCON_00135000	WBGene00010874
HCON_00135000	WBGene00009402
HCON_00135010	WBGene00000802
HCON_00135080	WBGene00000066
HCON_00135090	WBGene00007574
HCON_00135100	WBGene00009993
HCON_00135110	WBGene00044791
HCON_00135130	WBGene00008238
HCON_00135140	WBGene00008229
HCON_00135150	WBGene00009294
HCON_00135160	WBGene00009291
HCON_00135180	WBGene00011696
HCON_00135200	WBGene00011693
HCON_00135200	WBGene00044045
HCON_00135200	WBGene00011695
HCON_00135230	WBGene00010094
HCON_00135250	WBGene00009528
HCON_00135280	WBGene00019353
HCON_00135290	WBGene00006392
HCON_00135300	WBGene00001431
HCON_00135310	WBGene00015464
HCON_00135320	WBGene00000285
HCON_00135330	WBGene00010062
HCON_00135330	WBGene00022642
HCON_00135330	WBGene00009773
HCON_00135330	WBGene00020016
HCON_00135360	WBGene00004976
HCON_00135370	WBGene00010742
HCON_00135410	WBGene00016149
HCON_00135440	WBGene00012694
HCON_00135450	WBGene00006567
HCON_00135460	WBGene00012693
HCON_00135470	WBGene00003835
HCON_00135470	WBGene00003834
HCON_00135480	WBGene00015463
HCON_00135490	WBGene00015463
HCON_00135500	WBGene00015463
HCON_00135560	WBGene00015463
HCON_00135570	WBGene00015463
HCON_00135580	WBGene00010001
HCON_00135590	WBGene00010188
HCON_00135600	WBGene00010189
HCON_00135620	WBGene00012532
HCON_00135630	WBGene00009100
HCON_00135640	WBGene00009098
HCON_00135650	WBGene00007606
HCON_00135670	WBGene00004473
HCON_00135680	WBGene00021544
HCON_00135690	WBGene00007605
HCON_00135710	WBGene00017262
HCON_00135720	WBGene00016996
HCON_00135730	WBGene00012976
HCON_00135730	WBGene00007786
HCON_00135730	WBGene00007190
HCON_00135730	WBGene00011501
HCON_00135730	WBGene00020070
HCON_00135740	WBGene00007787
HCON_00135750	WBGene00010631
HCON_00135760	WBGene00007070
HCON_00135780	WBGene00017279
HCON_00135790	WBGene00008320
HCON_00135800	WBGene00004060
HCON_00135810	WBGene00004337
HCON_00135820	WBGene00016513
HCON_00135830	WBGene00004994
HCON_00135830	WBGene00004999
HCON_00135830	WBGene00044284
HCON_00135840	WBGene00004994
HCON_00135840	WBGene00004999
HCON_00135840	WBGene00044284
HCON_00135850	WBGene00020884
HCON_00135860	WBGene00012185
HCON_00135890	WBGene00001345
HCON_00135920	WBGene00009337
HCON_00135930	WBGene00011838
HCON_00135950	WBGene00007395
HCON_00135960	WBGene00021323
HCON_00135970	WBGene00021323
HCON_00135990	WBGene00021323
HCON_00136030	WBGene00021323
HCON_00136040	WBGene00010191
HCON_00136050	WBGene00010192
HCON_00136090	WBGene00003248
HCON_00136130	WBGene00011709
HCON_00136160	WBGene00006486
HCON_00136170	WBGene00022850
HCON_00136300	WBGene00001178
HCON_00136310	WBGene00021109
HCON_00136310	WBGene00011191
HCON_00136310	WBGene00019769
HCON_00136310	WBGene00020435
HCON_00136330	WBGene00016147
HCON_00136340	WBGene00014030
HCON_00136350	WBGene00007141
HCON_00136370	WBGene00010002
HCON_00136390	WBGene00010050
HCON_00136390	WBGene00010049
HCON_00136400	WBGene00010050
HCON_00136400	WBGene00010049
HCON_00136410	WBGene00010050
HCON_00136410	WBGene00010049
HCON_00136420	WBGene00010050
HCON_00136420	WBGene00010049
HCON_00136430	WBGene00010050
HCON_00136430	WBGene00010049
HCON_00136440	WBGene00010050
HCON_00136440	WBGene00010049
HCON_00136450	WBGene00010050
HCON_00136450	WBGene00010049
HCON_00136460	WBGene00010050
HCON_00136460	WBGene00010049
HCON_00136470	WBGene00010050
HCON_00136470	WBGene00010049
HCON_00136480	WBGene00010050
HCON_00136480	WBGene00010049
HCON_00136490	WBGene00010050
HCON_00136490	WBGene00010049
HCON_00136500	WBGene00010050
HCON_00136500	WBGene00010049
HCON_00136510	WBGene00010050
HCON_00136510	WBGene00010049
HCON_00136520	WBGene00010050
HCON_00136520	WBGene00010049
HCON_00136530	WBGene00010050
HCON_00136530	WBGene00010049
HCON_00136550	WBGene00010050
HCON_00136550	WBGene00010049
HCON_00136570	WBGene00219316
HCON_00136600	WBGene00004364
HCON_00136610	WBGene00000102
HCON_00136610	WBGene00000103
HCON_00136620	WBGene00020425
HCON_00136640	WBGene00003801
HCON_00136660	WBGene00020091
HCON_00136690	WBGene00001730
HCON_00136720	WBGene00007590
HCON_00136730	WBGene00007590
HCON_00136770	WBGene00001711
HCON_00136780	WBGene00015927
HCON_00136790	WBGene00005654
HCON_00136790	WBGene00005657
HCON_00136790	WBGene00005658
HCON_00136790	WBGene00005652
HCON_00136790	WBGene00005653
HCON_00136790	WBGene00005660
HCON_00136790	WBGene00005659
HCON_00136790	WBGene00005655
HCON_00136790	WBGene00005661
HCON_00136800	WBGene00005654
HCON_00136800	WBGene00005657
HCON_00136800	WBGene00005658
HCON_00136800	WBGene00005652
HCON_00136800	WBGene00005653
HCON_00136800	WBGene00005660
HCON_00136800	WBGene00005659
HCON_00136800	WBGene00005655
HCON_00136800	WBGene00005661
HCON_00136820	WBGene00015073
HCON_00136830	WBGene00012543
HCON_00136890	WBGene00004928
HCON_00136910	WBGene00019276
HCON_00136920	WBGene00019275
HCON_00136930	WBGene00019274
HCON_00136940	WBGene00003747
HCON_00136950	WBGene00003751
HCON_00136960	WBGene00020475
HCON_00136990	WBGene00000915
HCON_00137000	WBGene00008143
HCON_00137010	WBGene00008142
HCON_00137040	WBGene00008146
HCON_00137080	WBGene00007862
HCON_00137090	WBGene00044008
HCON_00137140	WBGene00018402
HCON_00137150	WBGene00003386
HCON_00137170	WBGene00007106
HCON_00137180	WBGene00001040
HCON_00137230	WBGene00044737
HCON_00137240	WBGene00008342
HCON_00137340	WBGene00000632
HCON_00137340	WBGene00000656
HCON_00137340	WBGene00000631
HCON_00137340	WBGene00000735
HCON_00137340	WBGene00000719
HCON_00137340	WBGene00000704
HCON_00137340	WBGene00000666
HCON_00137340	WBGene00000720
HCON_00137340	WBGene00000638
HCON_00137340	WBGene00000714
HCON_00137340	WBGene00000681
HCON_00137340	WBGene00000641
HCON_00137340	WBGene00000729
HCON_00137340	WBGene00000734
HCON_00137340	WBGene00000715
HCON_00137340	WBGene00000616
HCON_00137340	WBGene00000596
HCON_00137340	WBGene00000725
HCON_00137340	WBGene00000716
HCON_00137340	WBGene00000663
HCON_00137370	WBGene00001723
HCON_00137390	WBGene00011392
HCON_00137450	WBGene00003830
HCON_00137470	WBGene00010440
HCON_00137480	WBGene00010440
HCON_00137510	WBGene00010440
HCON_00137520	WBGene00010440
HCON_00137530	WBGene00010440
HCON_00137540	WBGene00010440
HCON_00137560	WBGene00010440
HCON_00137590	WBGene00011571
HCON_00137640	WBGene00004359
HCON_00137660	WBGene00006609
HCON_00137670	WBGene00000453
HCON_00137730	WBGene00001670
HCON_00137760	WBGene00000984
HCON_00137770	WBGene00016500
HCON_00137830	WBGene00008551
HCON_00137850	WBGene00020891
HCON_00137900	WBGene00006658
HCON_00137920	WBGene00006658
HCON_00137950	WBGene00017724
HCON_00137980	WBGene00004373
HCON_00138020	WBGene00017965
HCON_00138040	WBGene00020951
HCON_00138100	WBGene00003065
HCON_00138110	WBGene00000940
HCON_00138120	WBGene00001485
HCON_00138140	WBGene00018135
HCON_00138170	WBGene00017765
HCON_00138210	WBGene00008993
HCON_00138220	WBGene00004452
HCON_00138230	WBGene00009975
HCON_00138260	WBGene00007099
HCON_00138270	WBGene00011625
HCON_00138280	WBGene00015861
HCON_00138290	WBGene00001726
HCON_00138300	WBGene00011834
HCON_00138320	WBGene00015742
HCON_00138350	WBGene00021002
HCON_00138360	WBGene00044689
HCON_00138370	WBGene00009334
HCON_00138380	WBGene00021072
HCON_00138380	WBGene00000785
HCON_00138380	WBGene00000784
HCON_00138390	WBGene00011142
HCON_00138400	WBGene00006481
HCON_00138410	WBGene00008380
HCON_00138420	WBGene00008379
HCON_00138430	WBGene00008724
HCON_00138470	WBGene00020855
HCON_00138530	WBGene00004130
HCON_00138540	WBGene00002132
HCON_00138560	WBGene00017981
HCON_00138570	WBGene00007118
HCON_00138610	WBGene00044044
HCON_00138620	WBGene00044044
HCON_00138660	WBGene00003850
HCON_00138670	WBGene00013958
HCON_00138720	WBGene00001675
HCON_00138730	WBGene00005016
HCON_00138810	WBGene00011576
HCON_00138820	WBGene00007607
HCON_00138880	WBGene00013967
HCON_00138900	WBGene00009580
HCON_00138930	WBGene00002250
HCON_00138940	WBGene00002250
HCON_00138990	WBGene00006437
HCON_00139030	WBGene00008300
HCON_00139190	WBGene00014246
HCON_00139190	WBGene00016399
HCON_00139190	WBGene00014247
HCON_00139290	WBGene00017866
HCON_00139300	WBGene00001719
HCON_00139330	WBGene00004499
HCON_00139340	WBGene00016148
HCON_00139350	WBGene00003165
HCON_00139380	WBGene00012531
HCON_00139400	WBGene00015964
HCON_00139410	WBGene00015968
HCON_00139420	WBGene00004013
HCON_00139450	WBGene00015980
HCON_00139470	WBGene00015424
HCON_00139480	WBGene00015424
HCON_00139520	WBGene00012010
HCON_00139590	WBGene00017015
HCON_00139600	WBGene00012010
HCON_00139620	WBGene00006309
HCON_00139680	WBGene00006309
HCON_00139720	WBGene00006309
HCON_00139760	WBGene00006309
HCON_00139870	WBGene00006309
HCON_00139880	WBGene00011437
HCON_00139890	WBGene00022692
HCON_00139890	WBGene00019136
HCON_00139930	WBGene00017132
HCON_00139940	WBGene00001595
HCON_00139960	WBGene00017016
HCON_00139980	WBGene00021677
HCON_00139990	WBGene00021677
HCON_00140010	WBGene00003570
HCON_00140030	WBGene00012531
HCON_00140090	WBGene00010418
HCON_00140100	WBGene00011897
HCON_00140110	WBGene00008254
HCON_00140120	WBGene00000480
HCON_00140130	WBGene00006922
HCON_00140140	WBGene00019978
HCON_00140150	WBGene00012216
HCON_00140150	WBGene00009293
HCON_00140160	WBGene00010012
HCON_00140220	WBGene00010524
HCON_00140250	WBGene00020595
HCON_00140260	WBGene00019975
HCON_00140340	WBGene00010089
HCON_00140350	WBGene00004767
HCON_00140370	WBGene00000447
HCON_00140380	WBGene00021537
HCON_00140380	WBGene00006470
HCON_00140400	WBGene00045306
HCON_00140420	WBGene00012142
HCON_00140430	WBGene00012245
HCON_00140440	WBGene00012243
HCON_00140450	WBGene00012244
HCON_00140470	WBGene00006687
HCON_00140500	WBGene00012144
HCON_00140510	WBGene00012144
HCON_00140530	WBGene00012144
HCON_00140560	WBGene00012144
HCON_00140570	WBGene00012144
HCON_00140590	WBGene00012144
HCON_00140610	WBGene00001813
HCON_00140620	WBGene00020950
HCON_00140630	WBGene00020949
HCON_00140640	WBGene00020949
HCON_00140650	WBGene00015310
HCON_00140680	WBGene00018700
HCON_00140700	WBGene00019237
HCON_00140730	WBGene00001626
HCON_00140750	WBGene00006801
HCON_00140760	WBGene00021963
HCON_00140770	WBGene00015424
HCON_00140810	WBGene00010375
HCON_00140820	WBGene00019478
HCON_00140830	WBGene00019478
HCON_00140840	WBGene00017640
HCON_00140850	WBGene00017640
HCON_00140990	WBGene00003222
HCON_00141050	WBGene00012626
HCON_00141080	WBGene00000736
HCON_00141140	WBGene00004336
HCON_00141160	WBGene00023414
HCON_00141170	WBGene00021323
HCON_00141200	WBGene00015629
HCON_00141210	WBGene00009965
HCON_00141230	WBGene00011092
HCON_00141230	WBGene00011093
HCON_00141240	WBGene00009968
HCON_00141320	WBGene00045195
HCON_00141360	WBGene00008227
HCON_00141380	WBGene00008228
HCON_00141400	WBGene00013476
HCON_00141400	WBGene00012008
HCON_00141400	WBGene00009079
HCON_00141400	WBGene00016398
HCON_00141400	WBGene00044347
HCON_00141400	WBGene00009054
HCON_00141410	WBGene00010425
HCON_00141440	WBGene00004402
HCON_00141440	WBGene00004403
HCON_00141450	WBGene00004155
HCON_00141490	WBGene00011196
HCON_00141490	WBGene00007425
HCON_00141490	WBGene00012057
HCON_00141500	WBGene00015682
HCON_00141500	WBGene00015681
HCON_00141500	WBGene00019650
HCON_00141500	WBGene00021731
HCON_00141500	WBGene00019647
HCON_00141520	WBGene00015682
HCON_00141520	WBGene00015681
HCON_00141520	WBGene00019650
HCON_00141520	WBGene00021731
HCON_00141520	WBGene00019647
HCON_00141530	WBGene00015682
HCON_00141530	WBGene00015681
HCON_00141530	WBGene00019650
HCON_00141530	WBGene00021731
HCON_00141530	WBGene00019647
HCON_00141580	WBGene00015682
HCON_00141580	WBGene00015681
HCON_00141580	WBGene00019650
HCON_00141580	WBGene00021731
HCON_00141580	WBGene00019647
HCON_00141590	WBGene00015218
HCON_00141600	WBGene00010744
HCON_00141620	WBGene00010096
HCON_00141630	WBGene00010097
HCON_00141640	WBGene00008914
HCON_00141690	WBGene00303011
HCON_00141690	WBGene00077761
HCON_00141730	WBGene00015056
HCON_00141740	WBGene00015056
HCON_00141750	WBGene00006418
HCON_00141780	WBGene00006886
HCON_00141790	WBGene00005110
HCON_00141790	WBGene00005111
HCON_00141810	WBGene00005110
HCON_00141810	WBGene00005111
HCON_00141830	WBGene00012614
HCON_00141840	WBGene00013426
HCON_00141900	WBGene00004211
HCON_00142020	WBGene00017771
HCON_00142150	WBGene00012780
HCON_00142160	WBGene00010405
HCON_00142180	WBGene00012779
HCON_00142190	WBGene00011803
HCON_00142190	WBGene00007071
HCON_00142200	WBGene00021391
HCON_00142200	WBGene00003507
HCON_00142250	WBGene00001423
HCON_00142260	WBGene00016415
HCON_00142280	WBGene00019763
HCON_00142310	WBGene00002215
HCON_00142320	WBGene00000554
HCON_00142340	WBGene00012117
HCON_00142350	WBGene00010627
HCON_00142410	WBGene00008141
HCON_00142420	WBGene00009093
HCON_00142430	WBGene00009092
HCON_00142440	WBGene00006668
HCON_00142460	WBGene00012692
HCON_00142490	WBGene00019433
HCON_00142490	WBGene00016943
HCON_00142490	WBGene00020419
HCON_00142490	WBGene00015894
HCON_00142520	WBGene00019433
HCON_00142520	WBGene00016943
HCON_00142520	WBGene00020419
HCON_00142520	WBGene00015894
HCON_00142540	WBGene00008292
HCON_00142540	WBGene00022845
HCON_00142540	WBGene00017957
HCON_00142540	WBGene00022843
HCON_00142540	WBGene00012049
HCON_00142540	WBGene00009616
HCON_00142540	WBGene00018505
HCON_00142570	WBGene00008594
HCON_00142570	WBGene00008595
HCON_00142570	WBGene00008596
HCON_00142570	WBGene00008593
HCON_00142570	WBGene00008597
HCON_00142640	WBGene00013588
HCON_00142670	WBGene00006945
HCON_00142690	WBGene00001258
HCON_00142700	WBGene00001632
HCON_00142710	WBGene00009948
HCON_00142710	WBGene00014158
HCON_00142770	WBGene00010236
HCON_00142770	WBGene00010239
HCON_00142780	WBGene00011321
HCON_00142780	WBGene00019668
HCON_00142800	WBGene00000786
HCON_00142810	WBGene00006342
HCON_00142820	WBGene00011194
HCON_00142850	WBGene00009081
HCON_00142870	WBGene00018398
HCON_00142890	WBGene00000185
HCON_00142890	WBGene00000168
HCON_00142930	WBGene00008299
HCON_00142940	WBGene00007580
HCON_00142950	WBGene00010868
HCON_00142990	WBGene00015676
HCON_00142990	WBGene00020168
HCON_00143020	WBGene00003374
HCON_00143030	WBGene00000862
HCON_00143050	WBGene00004136
HCON_00143070	WBGene00004795
HCON_00143080	WBGene00014192
HCON_00143080	WBGene00007811
HCON_00143080	WBGene00007810
HCON_00143090	WBGene00014192
HCON_00143090	WBGene00007811
HCON_00143090	WBGene00007810
HCON_00143110	WBGene00016540
HCON_00143120	WBGene00004266
HCON_00143140	WBGene00007800
HCON_00143190	WBGene00007550
HCON_00143190	WBGene00007757
HCON_00143190	WBGene00012790
HCON_00143270	WBGene00007117
HCON_00143300	WBGene00019603
HCON_00143310	WBGene00017798
HCON_00143320	WBGene00003816
HCON_00143330	WBGene00019599
HCON_00143350	WBGene00045418
HCON_00143360	WBGene00011241
HCON_00143370	WBGene00011393
HCON_00143380	WBGene00077669
HCON_00143400	WBGene00001851
HCON_00143450	WBGene00015055
HCON_00143450	WBGene00015054
HCON_00143520	WBGene00003025
HCON_00143530	WBGene00020854
HCON_00143540	WBGene00017310
HCON_00143580	WBGene00021210
HCON_00143590	WBGene00011647
HCON_00143610	WBGene00006812
HCON_00143620	WBGene00006582
HCON_00143630	WBGene00006812
HCON_00143640	WBGene00009440
HCON_00143650	WBGene00019333
HCON_00143660	WBGene00011089
HCON_00143670	WBGene00001248
HCON_00143710	WBGene00017639
HCON_00143760	WBGene00012856
HCON_00143770	WBGene00015424
HCON_00143780	WBGene00015424
HCON_00143940	WBGene00021732
HCON_00143950	WBGene00010589
HCON_00143950	WBGene00018260
HCON_00143950	WBGene00021710
HCON_00143950	WBGene00018413
HCON_00143950	WBGene00019967
HCON_00143950	WBGene00021168
HCON_00143950	WBGene00012448
HCON_00143950	WBGene00016697
HCON_00143950	WBGene00018264
HCON_00143950	WBGene00016092
HCON_00143950	WBGene00016860
HCON_00143950	WBGene00018261
HCON_00143950	WBGene00018262
HCON_00143950	WBGene00015709
HCON_00143950	WBGene00016686
HCON_00143970	WBGene00007929
HCON_00144020	WBGene00009160
HCON_00144050	WBGene00007583
HCON_00144060	WBGene00007756
HCON_00144070	WBGene00002976
HCON_00144090	WBGene00000171
HCON_00144130	WBGene00017766
HCON_00144180	WBGene00011833
HCON_00144230	WBGene00004296
HCON_00144270	WBGene00013352
HCON_00144310	WBGene00008441
HCON_00144320	WBGene00015181
HCON_00144330	WBGene00020932
HCON_00144340	WBGene00010698
HCON_00144360	WBGene00013766
HCON_00144370	WBGene00007017
HCON_00144400	WBGene00001172
HCON_00144440	WBGene00008252
HCON_00144480	WBGene00012291
HCON_00144500	WBGene00010061
HCON_00144500	WBGene00020742
HCON_00144510	WBGene00010061
HCON_00144510	WBGene00020742
HCON_00144520	WBGene00012019
HCON_00144540	WBGene00006582
HCON_00144550	WBGene00017084
HCON_00144610	WBGene00017084
HCON_00144620	WBGene00003807
HCON_00144700	WBGene00015671
HCON_00144720	WBGene00020722
HCON_00144730	WBGene00009099
HCON_00144740	WBGene00009103
HCON_00144750	WBGene00008670
HCON_00144760	WBGene00008233
HCON_00144770	WBGene00001987
HCON_00144790	WBGene00011328
HCON_00144840	WBGene00002228
HCON_00144850	WBGene00015499
HCON_00144860	WBGene00012813
HCON_00144870	WBGene00011326
HCON_00144950	WBGene00010283
HCON_00145000	WBGene00017314
HCON_00145070	WBGene00007386
HCON_00145080	WBGene00194910
HCON_00145090	WBGene00000056
HCON_00145100	WBGene00000056
HCON_00145110	WBGene00020955
HCON_00145120	WBGene00020962
HCON_00145130	WBGene00020957
HCON_00145140	WBGene00302982
HCON_00145170	WBGene00010589
HCON_00145170	WBGene00018260
HCON_00145170	WBGene00021710
HCON_00145170	WBGene00018413
HCON_00145170	WBGene00019967
HCON_00145170	WBGene00021168
HCON_00145170	WBGene00012448
HCON_00145170	WBGene00016697
HCON_00145170	WBGene00018264
HCON_00145170	WBGene00016092
HCON_00145170	WBGene00016860
HCON_00145170	WBGene00018261
HCON_00145170	WBGene00018262
HCON_00145170	WBGene00015709
HCON_00145170	WBGene00016686
HCON_00145190	WBGene00007588
HCON_00145210	WBGene00007588
HCON_00145220	WBGene00010977
HCON_00145270	WBGene00010480
HCON_00145280	WBGene00000766
HCON_00145330	WBGene00021983
HCON_00145340	WBGene00018403
HCON_00145350	WBGene00016062
HCON_00145380	WBGene00006684
HCON_00145390	WBGene00000477
HCON_00145430	WBGene00012186
HCON_00145440	WBGene00009988
HCON_00145460	WBGene00013585
HCON_00145530	WBGene00012699
HCON_00145540	WBGene00008409
HCON_00145550	WBGene00010594
HCON_00145570	WBGene00008409
HCON_00145580	WBGene00006570
HCON_00145590	WBGene00018209
HCON_00145590	WBGene00018210
HCON_00145610	WBGene00004195
HCON_00145660	WBGene00017768
HCON_00145670	WBGene00017769
HCON_00145690	WBGene00019951
HCON_00145690	WBGene00011133
HCON_00145720	WBGene00004258
HCON_00145760	WBGene00011242
HCON_00145770	WBGene00017261
HCON_00145820	WBGene00022015
HCON_00145840	WBGene00010002
HCON_00145860	WBGene00010610
HCON_00145950	WBGene00013362
HCON_00145970	WBGene00012665
HCON_00145980	WBGene00019240
HCON_00145990	WBGene00019241
HCON_00146030	WBGene00001519
HCON_00146060	WBGene00006523
HCON_00146070	WBGene00009330
HCON_00146080	WBGene00007176
HCON_00146100	WBGene00009082
HCON_00146110	WBGene00009082
HCON_00146120	WBGene00001527
HCON_00146140	WBGene00010093
HCON_00146170	WBGene00001006
HCON_00146220	WBGene00000466
HCON_00146230	WBGene00011265
HCON_00146240	WBGene00011263
HCON_00146250	WBGene00021787
HCON_00146260	WBGene00006874
HCON_00146270	WBGene00014098
HCON_00146280	WBGene00004384
HCON_00146290	WBGene00001088
HCON_00146360	WBGene00000190
HCON_00146370	WBGene00017535
HCON_00146380	WBGene00013884
HCON_00146420	WBGene00018783
HCON_00146420	WBGene00013866
HCON_00146490	WBGene00009325
HCON_00146500	WBGene00009333
HCON_00146520	WBGene00010235
HCON_00146540	WBGene00003549
HCON_00146550	WBGene00017311
HCON_00146570	WBGene00011136
HCON_00146590	WBGene00013883
HCON_00146600	WBGene00044542
HCON_00146610	WBGene00011836
HCON_00146660	WBGene00006666
HCON_00146680	WBGene00002036
HCON_00146700	WBGene00003906
HCON_00146700	WBGene00003907
HCON_00146730	WBGene00019806
HCON_00146740	WBGene00019808
HCON_00146770	WBGene00017763
HCON_00146780	WBGene00010063
HCON_00146790	WBGene00004150
HCON_00146800	WBGene00011796
HCON_00146810	WBGene00007753
HCON_00146810	WBGene00007755
HCON_00146860	WBGene00009340
HCON_00146920	WBGene00015270
HCON_00146920	WBGene00044734
HCON_00146930	WBGene00018089
HCON_00146940	WBGene00001281
HCON_00146980	WBGene00018090
HCON_00146990	WBGene00012832
HCON_00147010	WBGene00015219
HCON_00147110	WBGene00011307
HCON_00147120	WBGene00001233
HCON_00147130	WBGene00011802
HCON_00147140	WBGene00044630
HCON_00147150	WBGene00004151
HCON_00147180	WBGene00004151
HCON_00147210	WBGene00004964
HCON_00147220	WBGene00018976
HCON_00147250	WBGene00011283
HCON_00147280	WBGene00012765
HCON_00147300	WBGene00000175
HCON_00147310	WBGene00000054
HCON_00147330	WBGene00000055
HCON_00147340	WBGene00017800
HCON_00147420	WBGene00008920
HCON_00147430	WBGene00008921
HCON_00147480	WBGene00001151
HCON_00147510	WBGene00003844
HCON_00147540	WBGene00044019
HCON_00147560	WBGene00011713
HCON_00147610	WBGene00021004
HCON_00147620	WBGene00020999
HCON_00147660	WBGene00011543
HCON_00147670	WBGene00011543
HCON_00147680	WBGene00011543
HCON_00147690	WBGene00010177
HCON_00147710	WBGene00010178
HCON_00147730	WBGene00019535
HCON_00147750	WBGene00010179
HCON_00147760	WBGene00006775
HCON_00147830	WBGene00013026
HCON_00147840	WBGene00013024
HCON_00147870	WBGene00002021
HCON_00147890	WBGene00010735
HCON_00147940	WBGene00015461
HCON_00147960	WBGene00006881
HCON_00148060	WBGene00012529
HCON_00148080	WBGene00012529
HCON_00148100	WBGene00012529
HCON_00148120	WBGene00004191
HCON_00148160	WBGene00007554
HCON_00148230	WBGene00004216
HCON_00148240	WBGene00004037
HCON_00148250	WBGene00016816
HCON_00148350	WBGene00014066
HCON_00148360	WBGene00014066
HCON_00148410	WBGene00009977
HCON_00148420	WBGene00009976
HCON_00148430	WBGene00017605
HCON_00148450	WBGene00007389
HCON_00148490	WBGene00022577
HCON_00148520	WBGene00000893
HCON_00148600	WBGene00021304
HCON_00148610	WBGene00021304
HCON_00148630	WBGene00006770
HCON_00148640	WBGene00019624
HCON_00148660	WBGene00020696
HCON_00148710	WBGene00006665
HCON_00148730	WBGene00001037
HCON_00148760	WBGene00003637
HCON_00148780	WBGene00016061
HCON_00148790	WBGene00016060
HCON_00148800	WBGene00001727
HCON_00148840	WBGene00001593
HCON_00148860	WBGene00019180
HCON_00148880	WBGene00013209
HCON_00148900	WBGene00011391
HCON_00148910	WBGene00018399
HCON_00148920	WBGene00194706
HCON_00148930	WBGene00003011
HCON_00148940	WBGene00003011
HCON_00148950	WBGene00001701
HCON_00148960	WBGene00001701
HCON_00149070	WBGene00001710
HCON_00149100	WBGene00012094
HCON_00149110	WBGene00000876
HCON_00149130	WBGene00008259
HCON_00149140	WBGene00008258
HCON_00149160	WBGene00004917
HCON_00149170	WBGene00003235
HCON_00149270	WBGene00020369
HCON_00149290	WBGene00020263
HCON_00149330	WBGene00006796
HCON_00149350	WBGene00003886
HCON_00149400	WBGene00020914
HCON_00149460	WBGene00001629
HCON_00149510	WBGene00013361
HCON_00149520	WBGene00015075
HCON_00149530	WBGene00016511
HCON_00149540	WBGene00003591
HCON_00149570	WBGene00017548
HCON_00149600	WBGene00023504
HCON_00149620	WBGene00008891
HCON_00149620	WBGene00016450
HCON_00149620	WBGene00013609
HCON_00149620	WBGene00011852
HCON_00149620	WBGene00016451
HCON_00149620	WBGene00012103
HCON_00149620	WBGene00009856
HCON_00149620	WBGene00044332
HCON_00149620	WBGene00008294
HCON_00149620	WBGene00012024
HCON_00149620	WBGene00015403
HCON_00149620	WBGene00044331
HCON_00149620	WBGene00018105
HCON_00149620	WBGene00012023
HCON_00149620	WBGene00009857
HCON_00149620	WBGene00013608
HCON_00149620	WBGene00008477
HCON_00149620	WBGene00019917
HCON_00149620	WBGene00017364
HCON_00149620	WBGene00009859
HCON_00149620	WBGene00012022
HCON_00149620	WBGene00007153
HCON_00149620	WBGene00012583
HCON_00149620	WBGene00012025
HCON_00149620	WBGene00011853
HCON_00149620	WBGene00012582
HCON_00149620	WBGene00013493
HCON_00149620	WBGene00016577
HCON_00149620	WBGene00009855
HCON_00149620	WBGene00020328
HCON_00149620	WBGene00011584
HCON_00149620	WBGene00010169
HCON_00149620	WBGene00010399
HCON_00149620	WBGene00020220
HCON_00149620	WBGene00013607
HCON_00149620	WBGene00019928
HCON_00149620	WBGene00015198
HCON_00149620	WBGene00009860
HCON_00149620	WBGene00009854
HCON_00149630	WBGene00019362
HCON_00149640	WBGene00219208
HCON_00149670	WBGene00009502
HCON_00149670	WBGene00010906
HCON_00149670	WBGene00020400
HCON_00149670	WBGene00044979
HCON_00149670	WBGene00016040
HCON_00149700	WBGene00001137
HCON_00149720	WBGene00003143
HCON_00149750	WBGene00007372
HCON_00149760	WBGene00019645
HCON_00149760	WBGene00011190
HCON_00149800	WBGene00001493
HCON_00149810	WBGene00017657
HCON_00149880	WBGene00004119
HCON_00149890	WBGene00021460
HCON_00149900	WBGene00003515
HCON_00149940	WBGene00010629
HCON_00149950	WBGene00006467
HCON_00149960	WBGene00269379
HCON_00149980	WBGene00011592
HCON_00150070	WBGene00019756
HCON_00150110	WBGene00017430
HCON_00150120	WBGene00016988
HCON_00150180	WBGene00006960
HCON_00150230	WBGene00022745
HCON_00150300	WBGene00006935
