HmN_000000100	EmuJ_001147800
HmN_003003750	EmuJ_001193200
HmN_003003750	EmuJ_001193100
HmN_003003780	EmuJ_001193200
HmN_003003780	EmuJ_001193100
HmN_003003810	EmuJ_001193200
HmN_003003810	EmuJ_001193100
HmN_003003820	EmuJ_001193600
HmN_003003830	EmuJ_001193600
HmN_003003840	EmuJ_001194400
HmN_003003860	EmuJ_001190000
HmN_003003880	EmuJ_001199400
HmN_003003890	EmuJ_001198850
HmN_003003900	EmuJ_001198800
HmN_003003910	EmuJ_001198600
HmN_003003920	EmuJ_001198300
HmN_003003930	EmuJ_001197700
HmN_003003940	EmuJ_001197300
HmN_003003950	EmuJ_001196000
HmN_003003960	EmuJ_001195800
HmN_003003970	EmuJ_001195700
HmN_003003980	EmuJ_000568500
HmN_003004000	EmuJ_000571900
HmN_003004010	EmuJ_000571900
HmN_003004020	EmuJ_000904900
HmN_003004030	EmuJ_000906300
HmN_003004060	EmuJ_000856500
HmN_003004080	EmuJ_000856100
HmN_003004090	EmuJ_000855500
HmN_003004100	EmuJ_000855400
HmN_003004150	EmuJ_000882300
HmN_003004160	EmuJ_000882500
HmN_003004170	EmuJ_000882500
HmN_003004180	EmuJ_000897600
HmN_003004190	EmuJ_000897500
HmN_003004200	EmuJ_000895700
HmN_003004210	EmuJ_000895700
HmN_003004240	EmuJ_000895200
HmN_003004250	EmuJ_000893200
HmN_003004270	EmuJ_000890600
HmN_003004280	EmuJ_000886400
HmN_003004320	EmuJ_000474800
HmN_003004330	EmuJ_000474800
HmN_003004360	EmuJ_000601500
HmN_003004370	EmuJ_000601500
HmN_003004400	EmuJ_000897600
HmN_003004410	EmuJ_000898000
HmN_003004430	EmuJ_000898300
HmN_003004470	EmuJ_000900900
HmN_003004480	EmuJ_000901000
HmN_003004490	EmuJ_000900900
HmN_003004510	EmuJ_000159900
HmN_003004530	EmuJ_000901300
HmN_003004540	EmuJ_000911200
HmN_003004560	EmuJ_000909900
HmN_003004570	EmuJ_000909800
HmN_003004580	EmuJ_000909700
HmN_003004590	EmuJ_000908800
HmN_003004610	EmuJ_000908200
HmN_003004630	EmuJ_000857000
HmN_003004640	EmuJ_000857400
HmN_003004650	EmuJ_000857400
HmN_003004670	EmuJ_000858200
HmN_003004680	EmuJ_000859700
HmN_003004730	EmuJ_000860500
HmN_003004740	EmuJ_000860700
HmN_003004750	EmuJ_000860800
HmN_003004760	EmuJ_000860900
HmN_003004770	EmuJ_000861000
HmN_003004780	EmuJ_000862300
HmN_003004800	EmuJ_000864950
HmN_003004810	EmuJ_000865900
HmN_003004820	EmuJ_000865900
HmN_003004830	EmuJ_000868400
HmN_003004850	EmuJ_000869500
HmN_003004860	EmuJ_000875300
HmN_003004870	EmuJ_000875100
HmN_003004880	EmuJ_000851600
HmN_003004890	EmuJ_000850500
HmN_003004900	EmuJ_000850000
HmN_003004910	EmuJ_000849300
HmN_003004920	EmuJ_000849000
HmN_003004920	EmuJ_000848800
HmN_003004930	EmuJ_000846300
HmN_003004940	EmuJ_000846200
HmN_003004960	EmuJ_000575800
HmN_003004960	EmuJ_002110100
HmN_003004960	EmuJ_000762900
HmN_003004970	EmuJ_000575800
HmN_003004970	EmuJ_002110100
HmN_003004970	EmuJ_000762900
HmN_003004980	EmuJ_000575800
HmN_003004980	EmuJ_002110100
HmN_003004980	EmuJ_000762900
HmN_003004990	EmuJ_000575800
HmN_003004990	EmuJ_002110100
HmN_003004990	EmuJ_000762900
HmN_003005000	EmuJ_000575800
HmN_003005000	EmuJ_002110100
HmN_003005000	EmuJ_000762900
HmN_003005020	EmuJ_000845400
HmN_003005030	EmuJ_000844500
HmN_003005080	EmuJ_000838100
HmN_003005100	EmuJ_000838100
HmN_003005120	EmuJ_000838100
HmN_003005140	EmuJ_000838100
HmN_003005160	EmuJ_000833900
HmN_003005170	EmuJ_000834100
HmN_003005180	EmuJ_000833300
HmN_003005190	EmuJ_000833100
HmN_003005200	EmuJ_000832600
HmN_003005210	EmuJ_000832500
HmN_003005220	EmuJ_000832400
HmN_003005230	EmuJ_000832300
HmN_003005250	EmuJ_000832000
HmN_003005260	EmuJ_000831800
HmN_003005280	EmuJ_000831300
HmN_003005290	EmuJ_000829700
HmN_003005300	EmuJ_000829700
HmN_003005310	EmuJ_000829600
HmN_003005320	EmuJ_000809100
HmN_003005330	EmuJ_000877800
HmN_003005340	EmuJ_000878000
HmN_003005390	EmuJ_000828200
HmN_003005400	EmuJ_000828050
HmN_003005410	EmuJ_000827950
HmN_003005420	EmuJ_000827700
HmN_003005440	EmuJ_000827600
HmN_003005450	EmuJ_000827500
HmN_003005460	EmuJ_000827000
HmN_003005470	EmuJ_000826900
HmN_003005480	EmuJ_000826850
HmN_003005490	EmuJ_000826700
HmN_003005500	EmuJ_000822600
HmN_003005510	EmuJ_000822700
HmN_003005520	EmuJ_000822900
HmN_003005530	EmuJ_000823000
HmN_003005540	EmuJ_000823100
HmN_003005550	EmuJ_000823000
HmN_003005560	EmuJ_000823100
HmN_003005570	EmuJ_000823200
HmN_003005580	EmuJ_000823300
HmN_003005590	EmuJ_000823300
HmN_003005600	EmuJ_000823300
HmN_003005610	EmuJ_000823300
HmN_003005630	EmuJ_000823500
HmN_003005670	EmuJ_000818800
HmN_003005690	EmuJ_000818600
HmN_003005700	EmuJ_000818400
HmN_003005710	EmuJ_000818200
HmN_003005720	EmuJ_000818100
HmN_003005730	EmuJ_000817600
HmN_003005740	EmuJ_000819100
HmN_003005750	EmuJ_000819600
HmN_003005760	EmuJ_000819700
HmN_003005770	EmuJ_000820100
HmN_003005780	EmuJ_000820300
HmN_003005790	EmuJ_000820400
HmN_003005800	EmuJ_000820500
HmN_003005810	EmuJ_000820700
HmN_003005820	EmuJ_000820800
HmN_003005830	EmuJ_000821100
HmN_003005920	EmuJ_000824000
HmN_003005930	EmuJ_000824000
HmN_003005940	EmuJ_000824000
HmN_003005980	EmuJ_001168700
HmN_003006030	EmuJ_001168700
HmN_003006070	EmuJ_001168700
HmN_003006230	EmuJ_000811400
HmN_003006240	EmuJ_000812100
HmN_003006250	EmuJ_000812200
HmN_003006310	EmuJ_000814200
HmN_003006320	EmuJ_000814800
HmN_003006330	EmuJ_000817500
HmN_003006340	EmuJ_001168700
HmN_003006390	EmuJ_000769300
HmN_003006390	EmuJ_000769000
HmN_003006410	EmuJ_000768900
HmN_003006410	EmuJ_000769200
HmN_003006410	EmuJ_000769100
HmN_003006420	EmuJ_000768800
HmN_003006430	EmuJ_000768900
HmN_003006430	EmuJ_000769200
HmN_003006430	EmuJ_000769100
HmN_003006440	EmuJ_000759200
HmN_003006450	EmuJ_000759100
HmN_003006460	EmuJ_000758900
HmN_003006470	EmuJ_000757800
HmN_003006470	EmuJ_000758000
HmN_003006470	EmuJ_000757700
HmN_003006470	EmuJ_000758100
HmN_003006470	EmuJ_000757900
HmN_003006470	EmuJ_002101500
HmN_003006690	EmuJ_000786800
HmN_003006700	EmuJ_000786700
HmN_003006710	EmuJ_000786600
HmN_003006800	EmuJ_000782600
HmN_003006830	EmuJ_000782100
HmN_003006870	EmuJ_002102900
HmN_003006870	EmuJ_002102800
HmN_003006880	EmuJ_000780000
HmN_003006890	EmuJ_000779800
HmN_003006900	EmuJ_000779500
HmN_003006910	EmuJ_000777700
HmN_003007030	EmuJ_000776500
HmN_003007040	EmuJ_000776500
HmN_003007050	EmuJ_000776500
HmN_003007060	EmuJ_000650120
HmN_003007060	EmuJ_000650100
HmN_003007080	EmuJ_000773500
HmN_003007120	EmuJ_000763400
HmN_003007160	EmuJ_000763400
HmN_003007170	EmuJ_000764400
HmN_003007180	EmuJ_002102000
HmN_003007190	EmuJ_000764400
HmN_003007200	EmuJ_000765100
HmN_003007210	EmuJ_000762500
HmN_003007220	EmuJ_000876800
HmN_003007580	EmuJ_000587100
HmN_003007610	EmuJ_000587100
HmN_003007700	EmuJ_000876800
HmN_003007710	EmuJ_000876700
HmN_003007740	EmuJ_000314000
HmN_003007740	EmuJ_000760200
HmN_003007740	EmuJ_000313600
HmN_003007740	EmuJ_000300300
HmN_003007740	EmuJ_000392400
HmN_003007740	EmuJ_000744800
HmN_003007740	EmuJ_000313400
HmN_003007740	EmuJ_000723100
HmN_003007740	EmuJ_000313200
HmN_003007740	EmuJ_000189100
HmN_003007750	EmuJ_000393900
HmN_003007760	EmuJ_000393900
HmN_003007790	EmuJ_000393900
HmN_003007800	EmuJ_000393900
HmN_003007810	EmuJ_000393900
HmN_003007830	EmuJ_000393900
HmN_003007910	EmuJ_000393900
HmN_003007920	EmuJ_000314000
HmN_003007920	EmuJ_000760200
HmN_003007920	EmuJ_000313600
HmN_003007920	EmuJ_000300300
HmN_003007920	EmuJ_000392400
HmN_003007920	EmuJ_000744800
HmN_003007920	EmuJ_000313400
HmN_003007920	EmuJ_000723100
HmN_003007920	EmuJ_000313200
HmN_003007920	EmuJ_000189100
HmN_003007930	EmuJ_000393900
HmN_003007940	EmuJ_000393900
HmN_003007970	EmuJ_000393900
HmN_003007990	EmuJ_000391250
HmN_003008000	EmuJ_000314000
HmN_003008000	EmuJ_000760200
HmN_003008000	EmuJ_000313600
HmN_003008000	EmuJ_000300300
HmN_003008000	EmuJ_000392400
HmN_003008000	EmuJ_000744800
HmN_003008000	EmuJ_000313400
HmN_003008000	EmuJ_000723100
HmN_003008000	EmuJ_000313200
HmN_003008000	EmuJ_000189100
HmN_003008020	EmuJ_000314000
HmN_003008020	EmuJ_000760200
HmN_003008020	EmuJ_000313600
HmN_003008020	EmuJ_000300300
HmN_003008020	EmuJ_000392400
HmN_003008020	EmuJ_000744800
HmN_003008020	EmuJ_000313400
HmN_003008020	EmuJ_000723100
HmN_003008020	EmuJ_000313200
HmN_003008020	EmuJ_000189100
HmN_003008050	EmuJ_000314000
HmN_003008050	EmuJ_000760200
HmN_003008050	EmuJ_000313600
HmN_003008050	EmuJ_000300300
HmN_003008050	EmuJ_000392400
HmN_003008050	EmuJ_000744800
HmN_003008050	EmuJ_000313400
HmN_003008050	EmuJ_000723100
HmN_003008050	EmuJ_000313200
HmN_003008050	EmuJ_000189100
HmN_003008300	EmuJ_000394800
HmN_003008310	EmuJ_000744000
HmN_003008400	EmuJ_000804500
HmN_003008410	EmuJ_000804400
HmN_003008490	EmuJ_000797400
HmN_003008500	EmuJ_000797200
HmN_003008510	EmuJ_000797100
HmN_003008530	EmuJ_001136800
HmN_003008530	EmuJ_001136700
HmN_003008530	EmuJ_001136500
HmN_003008530	EmuJ_001136600
HmN_003008530	EmuJ_001136900
HmN_003008530	EmuJ_001137000
HmN_003008530	EmuJ_001137100
HmN_003008540	EmuJ_000796400
HmN_003008550	EmuJ_000796400
HmN_003008560	EmuJ_000795500
HmN_003008600	EmuJ_000793300
HmN_003008620	EmuJ_000846350
HmN_003008640	EmuJ_000793220
HmN_003008690	EmuJ_000753900
HmN_003008730	EmuJ_000753900
HmN_003008900	EmuJ_000792100
HmN_003008910	EmuJ_000792100
HmN_003008920	EmuJ_000005000
HmN_003008920	EmuJ_000791800
HmN_003008930	EmuJ_000791700
HmN_003008940	EmuJ_000791500
HmN_003008960	EmuJ_000791400
HmN_003008970	EmuJ_000791000
HmN_003008990	EmuJ_000790300
HmN_003009000	EmuJ_000790100
HmN_003009090	EmuJ_000754200
HmN_003009110	EmuJ_002101100
HmN_003009130	EmuJ_000752700
HmN_003009180	EmuJ_000808800
HmN_003009190	EmuJ_000806400
HmN_003009230	EmuJ_000761200
HmN_003012060	EmuJ_000005000
HmN_003012060	EmuJ_000791800
HmN_003012070	EmuJ_000791700
HmN_003012080	EmuJ_000791600
HmN_003012090	EmuJ_000791500
HmN_003012110	EmuJ_000791400
HmN_003013050	EmuJ_000767900
HmN_003013060	EmuJ_000767500
HmN_003013070	EmuJ_000767500
HmN_003013080	EmuJ_000767000
HmN_003013110	EmuJ_000766100
HmN_003013120	EmuJ_000765900
HmN_003013170	EmuJ_000775100
HmN_003013180	EmuJ_000739400
HmN_003013190	EmuJ_000739500
HmN_003013190	EmuJ_000739600
HmN_003013210	EmuJ_000772700
HmN_003013220	EmuJ_000773500
HmN_003013240	EmuJ_000774600
HmN_003013250	EmuJ_000774600
HmN_003013680	EmuJ_000740500
HmN_003013690	EmuJ_000740500
HmN_003013720	EmuJ_000393400
HmN_003013730	EmuJ_000393300
HmN_003013740	EmuJ_000393400
HmN_003013750	EmuJ_000393300
HmN_003013760	EmuJ_000393400
HmN_003013770	EmuJ_000393300
HmN_003013780	EmuJ_000389800
HmN_003014130	EmuJ_000062600
HmN_003014140	EmuJ_000062500
HmN_003014150	EmuJ_000696500
HmN_003014200	EmuJ_000696500
HmN_003014740	EmuJ_000061100
HmN_003015040	EmuJ_000686800
HmN_003015050	EmuJ_000688000
HmN_003015080	EmuJ_000688000
HmN_003015220	EmuJ_000694600
HmN_003015240	EmuJ_000694600
HmN_003015450	EmuJ_000694600
HmN_003015480	EmuJ_000694600
HmN_003015860	EmuJ_000694600
HmN_003015950	EmuJ_000694600
HmN_003015960	EmuJ_000694700
HmN_003015980	EmuJ_000694800
HmN_003015990	EmuJ_000695200
HmN_003016000	EmuJ_000695600
HmN_003016010	EmuJ_000695600
HmN_003016030	EmuJ_000058200
HmN_003016040	EmuJ_000058200
HmN_003016050	EmuJ_000058100
HmN_003016060	EmuJ_000058100
HmN_003016090	EmuJ_001192410
HmN_003016190	EmuJ_000698100
HmN_003016250	EmuJ_000698900
HmN_003016350	EmuJ_000698600
HmN_003016360	EmuJ_000698900
HmN_003016530	EmuJ_000911600
HmN_003016530	EmuJ_000911700
HmN_003016530	EmuJ_000739100
HmN_003017750	EmuJ_000693700
HmN_003017770	EmuJ_000599400
HmN_003017780	EmuJ_000684900
HmN_003017790	EmuJ_000182900
HmN_003017800	EmuJ_000592500
HmN_003017890	EmuJ_000073000
HmN_003017900	EmuJ_000069900
HmN_003017960	EmuJ_000688700
HmN_003017980	EmuJ_000689000
HmN_003017990	EmuJ_000689000
HmN_003018000	EmuJ_000689000
HmN_003018030	EmuJ_000067400
HmN_003018080	EmuJ_000067400
HmN_003018180	EmuJ_000067400
HmN_003018200	EmuJ_000067400
HmN_003018220	EmuJ_000067400
HmN_003018230	EmuJ_000682900
HmN_003018270	EmuJ_000731600
HmN_003018290	EmuJ_000067400
HmN_003018320	EmuJ_000703300
HmN_003018320	EmuJ_000061200
HmN_003018330	EmuJ_000703400
HmN_003018340	EmuJ_000703600
HmN_003018360	EmuJ_000066700
HmN_003018370	EmuJ_000066800
HmN_003019660	EmuJ_000443300
HmN_003019680	EmuJ_000443900
HmN_003019680	EmuJ_000443200
HmN_003019690	EmuJ_000443100
HmN_003019710	EmuJ_000442100
HmN_003019730	EmuJ_000438600
HmN_003019750	EmuJ_000436300
HmN_003019760	EmuJ_000436600
HmN_003019950	EmuJ_000429000
HmN_003019960	EmuJ_000429200
HmN_003019970	EmuJ_000429300
HmN_003019990	EmuJ_000429200
HmN_003020020	EmuJ_000431600
HmN_003020040	EmuJ_000432300
HmN_003020050	EmuJ_000432500
HmN_003020070	EmuJ_000433700
HmN_003020140	EmuJ_000426000
HmN_003020190	EmuJ_000079200
HmN_003020200	EmuJ_000079100
HmN_003020210	EmuJ_000079000
HmN_003020220	EmuJ_000078800
HmN_003020230	EmuJ_000078400
HmN_003020230	EmuJ_000078200
HmN_003020240	EmuJ_000078100
HmN_003020250	EmuJ_000078000
HmN_003020260	EmuJ_000080300
HmN_003020300	EmuJ_000709600
HmN_003020300	EmuJ_000709500
HmN_003020320	EmuJ_000709600
HmN_003020320	EmuJ_000709500
HmN_003020370	EmuJ_000709600
HmN_003020370	EmuJ_000709500
HmN_003020380	EmuJ_000709600
HmN_003020380	EmuJ_000709500
HmN_003020390	EmuJ_000709600
HmN_003020390	EmuJ_000709500
HmN_003020400	EmuJ_000709600
HmN_003020400	EmuJ_000709500
HmN_003020410	EmuJ_000709600
HmN_003020410	EmuJ_000709500
HmN_003020420	EmuJ_000709600
HmN_003020420	EmuJ_000709500
HmN_003020450	EmuJ_000056300
HmN_003020460	EmuJ_000056100
HmN_003020470	EmuJ_000055900
HmN_003020490	EmuJ_000055600
HmN_003020490	EmuJ_000055500
HmN_003020500	EmuJ_000055400
HmN_003020510	EmuJ_000055300
HmN_003020530	EmuJ_000054900
HmN_003020540	EmuJ_000054800
HmN_003020550	EmuJ_000054700
HmN_003020560	EmuJ_000054600
HmN_003020570	EmuJ_000054300
HmN_003020590	EmuJ_000054400
HmN_003020600	EmuJ_000054500
HmN_003020650	EmuJ_000445100
HmN_003020660	EmuJ_000445600
HmN_003020670	EmuJ_000446700
HmN_003020750	EmuJ_000422000
HmN_003020780	EmuJ_000708900
HmN_003021070	EmuJ_000706100
HmN_003021080	EmuJ_000705600
HmN_003021080	EmuJ_000705500
HmN_003021100	EmuJ_000704500
HmN_003021120	EmuJ_000065000
HmN_003021130	EmuJ_000065000
HmN_003021140	EmuJ_000700220
HmN_003021150	EmuJ_000700700
HmN_003021160	EmuJ_000700700
HmN_003021170	EmuJ_000449000
HmN_003021180	EmuJ_000449200
HmN_003021190	EmuJ_000457800
HmN_003021200	EmuJ_000457300
HmN_003021210	EmuJ_000457300
HmN_003021220	EmuJ_000456400
HmN_003021230	EmuJ_000455300
HmN_003021280	EmuJ_000452500
HmN_003021320	EmuJ_000490600
HmN_003021930	EmuJ_000476100
HmN_003021940	EmuJ_000475900
HmN_003022250	EmuJ_000474300
HmN_003022260	EmuJ_000478600
HmN_003022410	EmuJ_000168200
HmN_003022410	EmuJ_000168100
HmN_003022460	EmuJ_000471750
HmN_003022480	EmuJ_000471750
HmN_003022490	EmuJ_000471750
HmN_003022610	EmuJ_000168200
HmN_003022610	EmuJ_000168100
HmN_003022690	EmuJ_000467200
HmN_003022740	EmuJ_000469500
HmN_003022760	EmuJ_000469800
HmN_003022780	EmuJ_000469800
HmN_003022800	EmuJ_000469800
HmN_003022820	EmuJ_000469800
HmN_003022840	EmuJ_000469800
HmN_003022850	EmuJ_000469900
HmN_003022870	EmuJ_000471500
HmN_003022880	EmuJ_000471500
HmN_003022910	EmuJ_000471500
HmN_003022930	EmuJ_000168200
HmN_003022930	EmuJ_000168100
HmN_003022940	EmuJ_000168200
HmN_003022940	EmuJ_000168100
HmN_003022960	EmuJ_000471500
HmN_003022980	EmuJ_000471500
HmN_003023000	EmuJ_000168200
HmN_003023000	EmuJ_000168100
HmN_003023020	EmuJ_000471500
HmN_003023060	EmuJ_000168200
HmN_003023060	EmuJ_000168100
HmN_003023200	EmuJ_000462900
HmN_003023220	EmuJ_000475400
HmN_003023260	EmuJ_000743500
HmN_003023260	EmuJ_000743600
HmN_003023300	EmuJ_000743500
HmN_003023300	EmuJ_000743600
HmN_003023320	EmuJ_000743500
HmN_003023320	EmuJ_000743600
HmN_003023440	EmuJ_000459700
HmN_003023450	EmuJ_000461200
HmN_003023460	EmuJ_000461300
HmN_003023490	EmuJ_000511900
HmN_003023520	EmuJ_000503800
HmN_003023530	EmuJ_000504400
HmN_003023550	EmuJ_000504800
HmN_003023560	EmuJ_000505100
HmN_003023570	EmuJ_000505200
HmN_003023580	EmuJ_000505900
HmN_003023590	EmuJ_000508000
HmN_003023600	EmuJ_000508000
HmN_003023610	EmuJ_000501600
HmN_003023620	EmuJ_000501500
HmN_003023630	EmuJ_000501400
HmN_003023640	EmuJ_000501300
HmN_003023640	EmuJ_000501100
HmN_003023650	EmuJ_000501000
HmN_003023650	EmuJ_000500900
HmN_003023660	EmuJ_000501000
HmN_003023660	EmuJ_000500900
HmN_003023670	EmuJ_000501300
HmN_003023670	EmuJ_000501100
HmN_003023680	EmuJ_000501400
HmN_003023690	EmuJ_000501000
HmN_003023690	EmuJ_000500900
HmN_003023700	EmuJ_000501300
HmN_003023700	EmuJ_000501100
HmN_003023710	EmuJ_000501400
HmN_003023720	EmuJ_000500400
HmN_003023740	EmuJ_000499700
HmN_003023740	EmuJ_000499600
HmN_003023750	EmuJ_000499700
HmN_003023750	EmuJ_000499600
HmN_003023790	EmuJ_000492900
HmN_003023820	EmuJ_000492700
HmN_003023840	EmuJ_000492900
HmN_003023850	EmuJ_000492700
HmN_003023860	EmuJ_000492100
HmN_003023890	EmuJ_000486600
HmN_003023910	EmuJ_000486200
HmN_003023930	EmuJ_000486200
HmN_003024000	EmuJ_000485700
HmN_003024010	EmuJ_000485500
HmN_003024020	EmuJ_000481700
HmN_003024030	EmuJ_000479300
HmN_003024040	EmuJ_000743500
HmN_003024040	EmuJ_000743600
HmN_003024050	EmuJ_000743500
HmN_003024050	EmuJ_000743600
HmN_003024100	EmuJ_000743500
HmN_003024100	EmuJ_000743600
HmN_003024120	EmuJ_000743500
HmN_003024120	EmuJ_000743600
HmN_003024240	EmuJ_000743500
HmN_003024240	EmuJ_000743600
HmN_003024270	EmuJ_000514200
HmN_003024280	EmuJ_000514400
HmN_003024290	EmuJ_000514850
HmN_003024300	EmuJ_000514800
HmN_003024350	EmuJ_001091500
HmN_003024360	EmuJ_000136800
HmN_003024370	EmuJ_000138000
HmN_003024890	EmuJ_000259700
HmN_003024900	EmuJ_000259800
HmN_003026060	EmuJ_000639000
HmN_003026310	EmuJ_000736200
HmN_003026380	EmuJ_001125400
HmN_003026400	EmuJ_000142000
HmN_003026400	EmuJ_000142500
HmN_003026410	EmuJ_000142000
HmN_003026410	EmuJ_000142500
HmN_003026420	EmuJ_000140600
HmN_003026440	EmuJ_000142000
HmN_003026440	EmuJ_000142500
HmN_003026450	EmuJ_000142000
HmN_003026450	EmuJ_000142500
HmN_003026460	EmuJ_000140600
HmN_003026480	EmuJ_000142000
HmN_003026480	EmuJ_000142500
HmN_003026490	EmuJ_000142000
HmN_003026490	EmuJ_000142500
HmN_003026530	EmuJ_000142000
HmN_003026530	EmuJ_000142500
HmN_003026540	EmuJ_000142000
HmN_003026540	EmuJ_000142500
HmN_003026550	EmuJ_000142000
HmN_003026550	EmuJ_000142500
HmN_003026590	EmuJ_000145800
HmN_003026600	EmuJ_000142000
HmN_003026600	EmuJ_000142500
HmN_003026610	EmuJ_000142000
HmN_003026610	EmuJ_000142500
HmN_003026620	EmuJ_000140800
HmN_003026660	EmuJ_000142600
HmN_003026660	EmuJ_000141900
HmN_003026690	EmuJ_000168200
HmN_003026690	EmuJ_000168100
HmN_003026710	EmuJ_000330300
HmN_003026740	EmuJ_000333900
HmN_003026750	EmuJ_000333800
HmN_003026760	EmuJ_000333700
HmN_003026770	EmuJ_000333600
HmN_003026790	EmuJ_000333300
HmN_003026800	EmuJ_000333200
HmN_003026810	EmuJ_000333100
HmN_003026820	EmuJ_000332900
HmN_003026830	EmuJ_000532200
HmN_003026840	EmuJ_000332800
HmN_003026890	EmuJ_000332300
HmN_003026900	EmuJ_000332200
HmN_003026910	EmuJ_000332000
HmN_003026920	EmuJ_000331900
HmN_003026930	EmuJ_000331800
HmN_003026940	EmuJ_000331300
HmN_003026950	EmuJ_000331200
HmN_003026960	EmuJ_000331100
HmN_003026970	EmuJ_000331000
HmN_003026980	EmuJ_000330900
HmN_003026990	EmuJ_000330300
HmN_003027000	EmuJ_000330300
HmN_003027010	EmuJ_000330300
HmN_003027020	EmuJ_000330300
HmN_003027030	EmuJ_000330300
HmN_003027040	EmuJ_000330300
HmN_003027200	EmuJ_000151900
HmN_003027220	EmuJ_000151900
HmN_003027270	EmuJ_000149750
HmN_003027290	EmuJ_000149500
HmN_003027300	EmuJ_000149350
HmN_003027310	EmuJ_000149300
HmN_003027330	EmuJ_000149350
HmN_003027340	EmuJ_000149300
HmN_003027360	EmuJ_000149350
HmN_003027440	EmuJ_000197500
HmN_003027450	EmuJ_000197600
HmN_003027460	EmuJ_000197700
HmN_003027500	EmuJ_000199100
HmN_003027510	EmuJ_000199100
HmN_003027550	EmuJ_000205700
HmN_003027560	EmuJ_000106000
HmN_003027580	EmuJ_000259700
HmN_003027590	EmuJ_000259800
HmN_003027600	EmuJ_000260400
HmN_003027610	EmuJ_000260400
HmN_003027630	EmuJ_000260400
HmN_003027640	EmuJ_000260400
HmN_003027650	EmuJ_000260400
HmN_003027660	EmuJ_000260400
HmN_003027670	EmuJ_000260400
HmN_003027680	EmuJ_000260400
HmN_003027690	EmuJ_000260400
HmN_003027730	EmuJ_000252100
HmN_003028040	EmuJ_000252100
HmN_003028050	EmuJ_000252100
HmN_003028090	EmuJ_000255150
HmN_003028100	EmuJ_000255100
HmN_003028110	EmuJ_000255700
HmN_003028120	EmuJ_000255900
HmN_003028130	EmuJ_000256500
HmN_003028140	EmuJ_000212700
HmN_003028160	EmuJ_000212700
HmN_003028180	EmuJ_000212700
HmN_003028200	EmuJ_000212700
HmN_003028220	EmuJ_000212100
HmN_003028230	EmuJ_000212000
HmN_003028240	EmuJ_000214600
HmN_003028270	EmuJ_000231100
HmN_003028310	EmuJ_000229700
HmN_003028320	EmuJ_000227800
HmN_003028650	EmuJ_000213950
HmN_003028650	EmuJ_000213900
HmN_003028680	EmuJ_000256200
HmN_003028730	EmuJ_000168200
HmN_003028730	EmuJ_000168100
HmN_003028750	EmuJ_000257700
HmN_003028760	EmuJ_000202500
HmN_003028770	EmuJ_000202500
HmN_003028780	EmuJ_000202600
HmN_003028790	EmuJ_000202700
HmN_003028800	EmuJ_000202700
HmN_003028810	EmuJ_000203700
HmN_003028820	EmuJ_000217700
HmN_003028830	EmuJ_000217800
HmN_003028840	EmuJ_000219400
HmN_003028870	EmuJ_000219400
HmN_003028880	EmuJ_000219300
HmN_003028920	EmuJ_000219900
HmN_003028930	EmuJ_000220200
HmN_003028940	EmuJ_000220800
HmN_003028950	EmuJ_000220200
HmN_003028960	EmuJ_000220800
HmN_003028970	EmuJ_000221200
HmN_003028980	EmuJ_000221400
HmN_003028990	EmuJ_000221500
HmN_003029000	EmuJ_000222100
HmN_003029030	EmuJ_000223550
HmN_003029050	EmuJ_000226300
HmN_003029060	EmuJ_000226200
HmN_003029070	EmuJ_000225500
HmN_003029090	EmuJ_000225100
HmN_003029100	EmuJ_000224900
HmN_003029130	EmuJ_000227300
HmN_003029140	EmuJ_000227300
HmN_003029160	EmuJ_000207100
HmN_003029160	EmuJ_000207200
HmN_003029170	EmuJ_000207000
HmN_003029180	EmuJ_000206900
HmN_003029190	EmuJ_000206900
HmN_003029200	EmuJ_000206800
HmN_003029220	EmuJ_001201800
HmN_003029220	EmuJ_000710600
HmN_003029230	EmuJ_000206400
HmN_003029240	EmuJ_000206400
HmN_003029520	EmuJ_000235000
HmN_003029530	EmuJ_000235400
HmN_003029550	EmuJ_000257500
HmN_003029570	EmuJ_000257500
HmN_003029580	EmuJ_000257500
HmN_003029590	EmuJ_000257500
HmN_003029610	EmuJ_000257500
HmN_003030100	EmuJ_000240000
HmN_003030120	EmuJ_000243500
HmN_003030130	EmuJ_000244100
HmN_003030140	EmuJ_000244800
HmN_003030160	EmuJ_000246000
HmN_003030180	EmuJ_000246100
HmN_003030200	EmuJ_000249600
HmN_003030210	EmuJ_000248500
HmN_003030220	EmuJ_000247750
HmN_003030240	EmuJ_000247750
HmN_003030260	EmuJ_000247750
HmN_003030430	EmuJ_000192800
HmN_003030500	EmuJ_000192400
HmN_003030550	EmuJ_000168200
HmN_003030550	EmuJ_000168100
HmN_003031370	EmuJ_000195900
HmN_003031380	EmuJ_001093800
HmN_003031390	EmuJ_001094200
HmN_003031400	EmuJ_001094600
HmN_003031410	EmuJ_001094500
HmN_003031420	EmuJ_001094400
HmN_003031430	EmuJ_001096300
HmN_003032090	EmuJ_000127700
HmN_003032100	EmuJ_000127300
HmN_003032110	EmuJ_000127200
HmN_003032170	EmuJ_000123700
HmN_003032180	EmuJ_000124900
HmN_003032190	EmuJ_000124900
HmN_003032200	EmuJ_000124900
HmN_003032240	EmuJ_000109400
